timestamp,open,high,low,close,volume,turnover,openInterest,fundingRate
2022-09-01 00:00:00+00:00,0.8915632977118765,0.8997734421035809,0.8901570378348724,0.8915632977118765,15452.840599722938,13777.185524104954,500000000.0,0.0001
2022-09-01 01:00:00+00:00,0.8915632977118765,0.8915632977118765,0.8847943063377529,0.8904041796242652,63673.43553485505,56695.09313127115,518280546.5741296,0.00012331850082140675
2022-09-01 02:00:00+00:00,0.8904041796242652,0.8970437163170962,0.8834980822184887,0.8889294384930325,40578.94071319176,36071.81498281961,514320529.02044463,0.00014878404586646436
2022-09-01 03:00:00+00:00,0.8889294384930325,0.8994216619944198,0.887182661002606,0.887976453837736,23110.63312312351,20521.698046616137,520345834.25758654,0.0001287420243607135
2022-09-01 04:00:00+00:00,0.887976453837736,0.897803984561019,0.8877289625334331,0.8899705304267167,22281.262871208455,19829.667336066497,525432141.32167506,0.00012549280273276825
2022-09-01 05:00:00+00:00,0.8899705304267167,0.8943758351207668,0.8822697526337056,0.891543570933756,31520.8707368451,28102.229655668212,527313143.7317465,9.233921233314365e-05
2022-09-01 06:00:00+00:00,0.891543570933756,0.8931652108662232,0.8763901060395641,0.8903483429780796,21565.410893365777,19200.72785454965,520102278.21217495,0.00010711416049968913
2022-09-01 07:00:00+00:00,0.8903483429780796,0.8933388184567574,0.8859127312960903,0.8929485962666175,9307.778614373983,8311.36784806569,509613864.17814124,4.118820040475292e-05
2022-09-01 08:00:00+00:00,0.8929485962666175,0.8975188054147972,0.8896303424306046,0.8919610888496443,48635.48515728836,43380.96029762564,501539697.1158751,0.0001257659357037073
2022-09-01 09:00:00+00:00,0.8919610888496443,0.8919610888496443,0.871009310823412,0.8894969412868018,40114.11612181355,35681.383592776736,499796888.0175853,0.00011356614738599134
2022-09-01 10:00:00+00:00,0.8894969412868018,0.9005134411506217,0.8850359258615288,0.8870059020228921,26998.9965013863,23948.269245425065,495655668.2761712,7.789517950626892e-05
2022-09-01 11:00:00+00:00,0.8870059020228921,0.8870059020228921,0.8718720083045997,0.8855245438298285,18115.921793815945,16042.093382525713,484314144.53346425,-8.975654304023398e-06
